State,City,Percent of Population (%),Population,Latitude,Longitude
California,Anaheim                    ,5.5,578,33.8064014823,-117.960787878
California,Anaheim                    ,4.0,3414,33.7928458062,-117.910956373
California,Antioch                    ,5.7,6595,37.9910653274,-121.836758185
California,Downey                     ,4.2,6921,33.9641776894,-118.131270081
California,Antioch                    ,4.6,3933,38.0037018695,-121.827800231
California,Alameda                    ,4.5,4107,37.775929832,-122.247776936
California,Anaheim                    ,5.0,7474,33.8327569068,-117.896247223
California,Antioch                    ,5.9,3173,38.0088707918,-121.787481058
California,Anaheim                    ,4.5,3186,33.8141312031,-117.910318547
California,Anaheim                    ,5.0,6366,33.8355379775,-117.979005097
California,Anaheim                    ,4.5,5651,33.8462668715,-117.884928855
California,Anaheim                    ,5.5,1727,33.814174776,-117.97160886
California,Antioch                    ,4.8,6416,37.9762527602,-121.794017649
California,Anaheim                    ,4.1,5061,33.8104769351,-117.954510217
California,Alameda                    ,4.2,4866,37.7691701721,-122.285136575
California,Anaheim                    ,4.5,5222,33.8106405883,-117.930540818
California,Anaheim                    ,3.8,7094,33.8432690342,-117.948232836
California,Anaheim                    ,5.3,4635,33.8274824176,-117.934661266
California,Alhambra                   ,5.0,5770,34.0710196323,-118.155044759
California,Alameda                    ,4.0,4567,37.7698045486,-122.258245428
California,Alhambra                   ,4.6,3802,34.0841556114,-118.120186809
California,Anaheim                    ,2.9,805,33.7942563147,-117.916166236
California,Alhambra                   ,4.8,4255,34.1012449031,-118.121802023
California,Antioch                    ,5.2,4300,37.9946847601,-121.830870655
California,Anaheim                    ,4.3,4034,33.8517269359,-117.812676309
California,Alhambra                   ,4.3,4218,34.0802793151,-118.139020746
California,Anaheim                    ,,1,33.8765979555,-117.749543521
California,Compton                    ,3.9,699,33.902346545,-118.190613634
California,Chico                      ,5.3,2687,39.7205938389,-121.813734425
California,Berkeley                   ,4.0,2794,37.8645164292,-122.293685695
California,Chula Vista                ,3.8,3725,32.5922943636,-117.049780503
California,Bakersfield                ,4.6,834,35.3915424745,-119.112159589
California,Buena Park                 ,4.7,6033,33.8527439727,-118.01110207
California,Chula Vista                ,5.7,495,32.6634731476,-117.033851199
California,Chino                      ,5.1,5274,34.015507825,-117.689301092
California,Anaheim                    ,5.8,1940,33.8576362735,-117.905345646
California,Bakersfield                ,4.6,4282,35.3286335504,-119.048102811
California,Chino Hills                ,3.4,6959,33.9780000231,-117.759280136
California,Baldwin Park               ,4.4,5882,34.0707595224,-117.985022733
California,Compton                    ,5.3,3607,33.8846793436,-118.234394284
California,Concord                    ,3.8,5701,37.955036412,-122.044608263
California,Daly City                  ,4.1,3240,37.7054512299,-122.444360876
California,Bakersfield                ,3.3,11196,35.279694317,-119.0807791
California,Berkeley                   ,5.2,3118,37.859365035,-122.268046737
California,Downey                     ,4.5,6547,33.9172388286,-118.147433109
California,Carlsbad                   ,3.4,11883,33.1172116362,-117.250603023
California,Anaheim                    ,3.5,5475,33.8678828346,-117.804159058
California,Anaheim                    ,4.8,4848,33.8466851958,-117.918730714
California,Alameda                    ,4.9,3646,37.7645625166,-122.231170131
California,Anaheim                    ,1.9,499,33.8569694761,-117.85432006
California,Anaheim                    ,4.8,8735,33.8510776935,-117.956072683
California,Anaheim                    ,3.3,1530,33.8454140709,-117.83336722
California,Anaheim                    ,4.5,3658,33.8231908735,-117.8766929
California,Alhambra                   ,3.8,3858,34.0951421487,-118.137717692
California,Alhambra                   ,3.9,4686,34.0869807008,-118.140160949
California,Anaheim                    ,4.7,7141,33.7975401057,-117.902030511
California,Anaheim                    ,5.7,1337,33.8147305428,-118.00679258
California,Anaheim                    ,5.4,3529,33.8407663969,-117.792365644
California,Antioch                    ,5.6,4166,37.9865795317,-121.815592406
California,Alameda                    ,3.9,4640,37.7714922387,-122.269058188
California,Antioch                    ,3.8,4194,37.9886734325,-121.766535622
California,Antioch                    ,3.6,5641,37.9715129517,-121.747885808
California,Anaheim                    ,4.3,6551,33.8477893304,-117.910071728
California,Alhambra                   ,4.5,5654,34.1039996898,-118.132169594
California,Alhambra                   ,4.2,3942,34.0832452578,-118.126062492
California,Anaheim                    ,3.8,4131,33.8674848069,-117.770719029
California,Anaheim                    ,4.0,4496,33.8549586608,-117.754398123
California,Antioch                    ,3.4,5950,37.9519613326,-121.764047332
California,Anaheim                    ,5.4,7424,33.8046795846,-117.939994986
California,Anaheim                    ,3.3,3954,33.8282530996,-117.914756815
California,Alameda                    ,4.5,6259,37.753584501,-122.240032775
California,Anaheim                    ,5.6,4808,33.8142413749,-117.941413973
California,Antioch                    ,3.3,4197,37.9678839606,-121.769273216
California,Anaheim                    ,3.3,4135,33.8557291986,-117.706675627
California,Anaheim                    ,4.8,6922,33.8249718598,-117.971765748
California,Alameda                    ,4.3,6526,37.7331115628,-122.241211914
California,Alhambra                   ,5.7,2596,34.0653167144,-118.140753823
California,Fullerton                  ,4.5,135161,33.8840378013,-117.927850895
California,Anaheim                    ,4.1,6546,33.8506271287,-117.897773288
California,Anaheim                    ,3.9,2292,33.8137494533,-118.014224966
California,Alameda                    ,3.0,4119,37.7830855135,-122.306498973
California,Anaheim                    ,4.7,5219,33.8382525488,-117.764066764
California,Anaheim                    ,,19,33.8096249839,-117.918672007
California,Antioch                    ,2.7,498,37.9872041592,-121.856632936
California,Anaheim                    ,3.8,6212,33.8118445726,-117.890747767
California,Anaheim                    ,4.5,2147,33.8145697031,-117.979176794
California,Anaheim                    ,6.2,5097,33.8200999723,-117.93005789
California,Anaheim                    ,4.3,6861,33.8247750717,-117.989034563
California,Antioch                    ,5.7,3467,38.0026146076,-121.848551585
California,Alhambra                   ,5.2,3279,34.0820626794,-118.152649485
California,Lake Forest                ,4.2,3944,33.6397120958,-117.694477545
California,Chico                      ,4.9,6102,39.7263533421,-121.79829335
California,Compton                    ,5.1,3696,33.893444235,-118.20010895
California,Concord                    ,5.1,3749,37.9631631349,-122.001755174
California,Costa Mesa                 ,4.2,109960,33.6667651353,-117.91350475
California,Concord                    ,4.7,122067,37.9721810307,-122.001588036
California,Daly City                  ,4.2,5063,37.675011396,-122.485618175
California,Concord                    ,5.4,7013,37.9762382033,-122.012180294
California,Compton                    ,4.1,5496,33.8996114676,-118.226299759
California,Apple Valley               ,6.2,3606,34.5311802309,-117.200667978
California,Carson                     ,5.6,6061,33.8522481559,-118.241356208
California,Compton                    ,4.7,5323,33.8993431121,-118.210024466
California,Carson                     ,5.5,5263,33.8410599579,-118.273525944
California,Bakersfield                ,5.1,2608,35.3559515161,-118.954303809
California,Chino                      ,3.9,5450,33.9996795299,-117.694779353
California,Clovis                     ,3.0,2753,36.8604782374,-119.644790332
California,Chino Hills                ,3.9,74799,33.950774546,-117.725326968
California,Clovis                     ,3.1,3869,36.8611361899,-119.700403075
California,Burbank                    ,6.6,7104,34.1811412247,-118.306762902
California,Bakersfield                ,6.1,1014,35.3921384212,-118.959340549
California,Corona                     ,3.5,5374,33.8644992098,-117.621078138
California,Daly City                  ,4.0,6913,37.6788864329,-122.492852459
California,Chico                      ,2.9,3130,39.7368943871,-121.84958767
California,Bakersfield                ,4.5,8845,35.3031439806,-119.01214074
California,Citrus Heights             ,5.2,83301,38.6947788342,-121.287991502
California,Daly City                  ,4.1,6189,37.6569749677,-122.469832178
California,Chula Vista                ,7.8,1586,32.6409446575,-117.080293018
California,Chico                      ,2.9,2680,39.7352375715,-121.873617549
California,Carlsbad                   ,4.0,3711,33.1547946526,-117.348682553
California,Bakersfield                ,5.2,5173,35.3273756789,-119.070110934
California,Downey                     ,3.5,5503,33.9267492738,-118.117592248
California,Buena Park                 ,4.4,3790,33.8424141066,-118.026486592
California,Apple Valley               ,6.5,6356,34.4570457342,-117.194574169
California,Berkeley                   ,5.3,1992,37.8994341153,-122.266192855
California,Bakersfield                ,5.0,347483,35.3513302855,-119.029786003
California,Baldwin Park               ,4.6,5873,34.0720823032,-117.996502064
California,Costa Mesa                 ,3.1,5430,33.6826204743,-117.88547106
California,Corona                     ,4.8,6360,33.8699423543,-117.597932582
California,Citrus Heights             ,4.4,4248,38.7141690363,-121.281258934
California,Bakersfield                ,6.2,811,35.3900098035,-118.935707504
California,Corona                     ,3.2,573,33.8597915387,-117.50899053
California,Buena Park                 ,4.9,80530,33.8572126844,-118.004517591
California,Daly City                  ,4.0,7443,37.6970391174,-122.457028149
California,Berkeley                   ,3.7,4685,37.8583737255,-122.275884018
California,Compton                    ,5.3,3057,33.8909277218,-118.255579981
California,Baldwin Park               ,4.5,3973,34.0869771631,-117.979126201
California,Costa Mesa                 ,4.4,6393,33.6552398448,-117.925573136
California,Carson                     ,4.6,91714,33.8374083001,-118.255936422
California,Bakersfield                ,5.5,4679,35.3604641474,-119.024167757
California,Chula Vista                ,4.2,1567,32.6383744933,-116.998344332
California,Bakersfield                ,8.0,6931,35.3941198988,-119.013524212
California,Chino Hills                ,3.0,6676,33.9935033812,-117.739077268
California,Downey                     ,4.2,4290,33.9440174108,-118.156033937
California,Chico                      ,4.9,1417,39.774413339,-121.768049377
California,Compton                    ,6.0,2983,33.9139763025,-118.220700311
California,Compton                    ,5.0,5434,33.9055948206,-118.203295103
California,Bakersfield                ,3.2,3394,35.3693763617,-119.159736164
California,Bakersfield                ,8.4,1390,35.3769559048,-119.015394672
California,Baldwin Park               ,4.4,2905,34.08759335,-117.97269769
California,Apple Valley               ,,32,34.5625276558,-117.154416483
California,Bellflower                 ,4.7,4171,33.8990638526,-118.132232886
California,Chino Hills                ,2.7,7053,33.9525572628,-117.678553322
California,Chico                      ,6.8,3900,39.757866018,-121.82351932
California,Carlsbad                   ,4.8,3841,33.0914034892,-117.238789595
California,Bellflower                 ,4.3,6298,33.8904635016,-118.112527109
California,Concord                    ,4.0,7522,37.9388169235,-121.970470538
California,Baldwin Park               ,4.3,5304,34.0958306405,-117.961691203
California,Clovis                     ,3.1,3028,36.8303258655,-119.66049092
California,Berkeley                   ,4.1,2172,37.8504976603,-122.28159896
California,Bakersfield                ,4.3,2974,35.34280416,-119.053932666
California,Chula Vista                ,5.8,2348,32.5977179622,-117.082340671
California,Buena Park                 ,5.9,3563,33.8251936185,-118.016399761
California,Concord                    ,4.6,3735,37.9445651585,-122.008476066
California,Citrus Heights             ,5.6,3323,38.6711931918,-121.267044966
California,Chico                      ,3.5,1668,39.7766823847,-121.865381306
California,Carlsbad                   ,3.9,9314,33.078017657,-117.25276358
California,Bakersfield                ,4.2,915,35.3715618579,-119.135678676
California,Citrus Heights             ,5.3,4557,38.6724556116,-121.299653439
California,Burbank                    ,4.2,3379,34.2026769824,-118.33540657
California,Bellflower                 ,4.6,3689,33.8802192968,-118.124713394
California,Corona                     ,3.1,4782,33.8973551191,-117.517580232
California,Berkeley                   ,2.4,4196,37.8752396706,-122.269587792
California,Costa Mesa                 ,3.9,3801,33.6508710419,-117.90357625
California,Bakersfield                ,4.0,2383,35.3510227719,-119.151513465
California,Costa Mesa                 ,3.2,6670,33.6778630242,-117.913647182
California,Corona                     ,4.2,152374,33.8623571787,-117.564224471
California,Bakersfield                ,3.3,2176,35.3502252292,-119.105740002
California,Baldwin Park               ,5.0,7305,34.0785296148,-117.9773074
California,Chula Vista                ,5.0,4773,32.6036600595,-117.040022899
California,Chula Vista                ,4.6,5380,32.6331940139,-117.035862715
California,Berkeley                   ,3.8,3632,37.8794798665,-122.289644298
California,Bellflower                 ,5.2,4875,33.8726126609,-118.112512922
California,Berkeley                   ,3.2,1552,37.8547151674,-122.257372352
California,Chino                      ,3.2,4942,34.008497902,-117.65473208
California,Carlsbad                   ,,2,33.0860339621,-117.30832448
California,Corona                     ,5.6,7008,33.8991933607,-117.57703553
California,Concord                    ,4.8,3200,37.9572015391,-122.014814335
California,Baldwin Park               ,5.1,5227,34.0808733413,-117.963214837
California,Citrus Heights             ,4.8,2234,38.675104779,-121.317286263
California,Chula Vista                ,3.9,7227,32.6311503978,-117.012757543
California,Chino Hills                ,4.2,11112,33.9702726809,-117.704130648
California,Bakersfield                ,4.1,11350,35.2855866656,-119.00963487
California,Bakersfield                ,5.2,4287,35.3789662078,-119.033120661
California,Corona                     ,3.3,5799,33.8648895629,-117.591042653
California,Corona                     ,3.6,4301,33.888934791,-117.540737279
California,Costa Mesa                 ,4.6,4437,33.6606049458,-117.941490399
California,Clovis                     ,5.0,95631,36.8289400179,-119.68665285
California,Chula Vista                ,5.7,4909,32.6077630534,-117.050230955
California,Buena Park                 ,4.0,1408,33.8355080427,-118.030394662
California,Bakersfield                ,5.6,3313,35.344872649,-119.084200055
California,Chula Vista                ,6.1,4955,32.6341315927,-117.08511246
California,Concord                    ,3.3,4802,37.966787714,-122.034523069
California,Apple Valley               ,5.8,7120,34.4858107245,-117.198856983
California,Corona                     ,3.2,3586,33.8930775992,-117.511499526
California,Bakersfield                ,5.7,7279,35.3180810905,-119.013254072
California,Daly City                  ,4.4,5716,37.6922567267,-122.489464238
California,Downey                     ,5.3,3588,33.9280828861,-118.145311009
California,Compton                    ,5.1,6210,33.8841361627,-118.24943734
California,Apple Valley               ,6.7,8260,34.5179068625,-117.231282489
California,Chino Hills                ,3.7,2580,33.9515991887,-117.760242325
California,Baldwin Park               ,4.1,3197,34.1033004243,-117.948974248
California,Bakersfield                ,5.0,2026,35.3944844544,-118.998126059
California,Compton                    ,5.9,4912,33.8923623143,-118.210903588
California,Chula Vista                ,4.6,5893,32.6131276644,-117.077949121
California,Clovis                     ,5.9,5708,36.797661471,-119.720394872
California,Chico                      ,4.5,86187,39.7568503668,-121.815983972
California,Chino                      ,3.6,4374,34.0155355184,-117.674025774
California,Downey                     ,4.6,7809,33.9496271637,-118.105800224
California,Compton                    ,5.6,312,33.9038146717,-118.195993332
California,Bakersfield                ,4.1,6935,35.3613752557,-119.134541224
California,Bellflower                 ,4.6,5659,33.8922720599,-118.133632234
California,Clovis                     ,5.1,5176,36.8157677634,-119.672873802
California,Burbank                    ,4.6,2274,34.1622732046,-118.349317041
California,Bakersfield                ,6.4,4784,35.3179748836,-119.028835212
California,Chula Vista                ,2.5,9464,32.6049204632,-116.990466959
California,Berkeley                   ,4.1,112580,37.8725678765,-122.274907975
California,Clovis                     ,9.4,3064,36.8119255861,-119.719244046
California,Burbank                    ,4.2,5633,34.1647575868,-118.338369324
California,Costa Mesa                 ,4.7,5672,33.6376790224,-117.927305819
California,Bakersfield                ,5.4,5493,35.4021102385,-118.941421007
California,Chico                      ,4.4,3304,39.7446509401,-121.864318779
California,Carson                     ,4.6,7083,33.8135657239,-118.269668103
California,Downey                     ,4.4,3762,33.9420606887,-118.12897392
California,Concord                    ,4.7,3364,37.9413257403,-122.041427207
California,Burbank                    ,4.6,103340,34.1879799605,-118.323429032
California,Carlsbad                   ,4.3,7006,33.0991709078,-117.246900613
California,Daly City                  ,3.6,2510,37.6695060526,-122.469080492
California,Chico                      ,6.6,4410,39.7638491297,-121.864158326
California,Bellflower                 ,4.2,3916,33.8729891981,-118.146903003
California,Burbank                    ,4.3,3755,34.1849504232,-118.343823742
California,Bellflower                 ,4.4,4569,33.8860491051,-118.11985342
California,Apple Valley               ,6.8,4771,34.5853948538,-117.215945878
California,Berkeley                   ,3.6,4396,37.8668441232,-122.277135155
California,Chico                      ,3.7,3344,39.713811171,-121.825393105
California,Apple Valley               ,10.5,5341,34.4566190879,-117.229276539
California,Concord                    ,4.5,117,38.012944671,-122.02753614
California,Bakersfield                ,3.5,8774,35.4102220453,-119.119995578
California,Berkeley                   ,3.6,2642,37.8588967944,-122.258717448
California,Baldwin Park               ,4.5,75390,34.082871519,-117.972100918
California,Citrus Heights             ,4.7,2460,38.6971000065,-121.253120468
California,Carson                     ,4.9,4090,33.8561331886,-118.272735545
California,Chico                      ,5.3,5295,39.750253947,-121.816163171
California,Chula Vista                ,5.4,5445,32.6430592521,-117.087896132
California,Corona                     ,5.3,4572,33.8674156065,-117.576529059
California,Chino                      ,5.6,3940,34.0400136299,-117.688296064
California,Berkeley                   ,4.2,3964,37.8658070502,-122.286319698
California,Downey                     ,4.7,3861,33.9082352456,-118.147181762
California,Bakersfield                ,5.5,5465,35.3264612416,-119.06175639
California,Baldwin Park               ,4.3,4335,34.072647019,-117.969010282
California,Carlsbad                   ,2.5,76,33.0658776539,-117.246694474
California,Chula Vista                ,4.3,5998,32.649730066,-116.978111422
California,Daly City                  ,4.1,101123,37.6861552276,-122.468298024
California,Berkeley                   ,4.9,3558,37.8839566486,-122.255982754
California,Chula Vista                ,4.5,7005,32.6183281586,-117.033753725
California,Bakersfield                ,5.4,3854,35.3371411475,-119.120118466
California,Compton                    ,9.8,69,33.8701093881,-118.225835594
California,Concord                    ,3.8,7595,37.9659371833,-122.039845174
California,Corona                     ,3.5,2688,33.869248673,-117.603795291
California,Chico                      ,,1,39.7884669513,-121.861353892
California,Chula Vista                ,4.4,3763,32.6492969485,-117.03449274
California,Bakersfield                ,5.9,707,35.3814217425,-118.935351692
California,Bakersfield                ,9.1,2862,35.3725273678,-118.991529955
California,Corona                     ,3.0,6475,33.8372032891,-117.582696832
California,Chico                      ,2.7,4217,39.735833306,-121.857327709
California,Daly City                  ,4.7,3926,37.7043233424,-122.482850442
California,Bakersfield                ,3.0,15296,35.3050616106,-119.09867968
California,Bellflower                 ,3.8,1572,33.8996979549,-118.120174799
California,Baldwin Park               ,4.9,5069,34.0892123331,-117.962679361
California,Concord                    ,4.7,122067,37.9721810307,-122.001588036
California,Bakersfield                ,3.0,612,35.3715296389,-119.123163302
California,Chula Vista                ,5.8,4014,32.5982824989,-117.063704934
California,Bakersfield                ,,45,35.4033468518,-119.022935447
California,Concord                    ,5.3,7183,37.9515219756,-122.026780988
California,Carson                     ,4.4,7214,33.834494386,-118.243090625
California,Clovis                     ,4.1,5243,36.8302669091,-119.673078965
California,Downey                     ,5.5,5422,33.9352796147,-118.133911797
California,Chino Hills                ,3.2,6117,34.0058640171,-117.750998936
California,Citrus Heights             ,4.3,2339,38.6855206701,-121.295419313
California,Carlsbad                   ,5.5,4106,33.1146160555,-117.321963679
California,Carson                     ,4.9,91714,33.8374083001,-118.255936422
California,Clovis                     ,3.5,2667,36.8592780716,-119.66556713
California,Chino                      ,3.4,5130,34.0154396133,-117.705754041
California,Bakersfield                ,4.3,3231,35.3270440354,-118.960723831
California,Citrus Heights             ,4.6,3353,38.7028480423,-121.282750821
California,Bakersfield                ,4.4,8814,35.4136807578,-118.906714447
California,Chula Vista                ,6.2,3966,32.5988024721,-117.050296698
California,Carson                     ,5.0,7126,33.8293509455,-118.26972055
California,Citrus Heights             ,5.5,83301,38.6947788342,-121.287991502
California,Bakersfield                ,5.5,3761,35.3323458474,-119.08522876
California,Baldwin Park               ,3.7,5658,34.0957325245,-117.976913161
California,Berkeley                   ,5.0,1593,37.888340886,-122.270921917
California,Berkeley                   ,2.5,4336,37.8678899476,-122.269246996
California,Concord                    ,4.7,5353,37.9886612537,-122.026061066
California,Buena Park                 ,4.7,2804,33.8134699157,-118.022759066
California,Berkeley                   ,3.9,2007,37.8802854263,-122.278200559
California,Costa Mesa                 ,3.9,4957,33.6655720229,-117.927888139
California,Daly City                  ,4.0,101123,37.6861552276,-122.468298024
California,Chico                      ,5.4,5636,39.7670777189,-121.837529208
California,Compton                    ,6.5,188,33.9062854226,-118.188260071
California,Costa Mesa                 ,3.0,6994,33.6927776887,-117.903144629
California,Chico                      ,3.1,4801,39.7293636805,-121.834486593
California,Bakersfield                ,5.7,5482,35.3035416928,-119.026953175
California,Chula Vista                ,5.2,3920,32.6341017732,-117.055450162
California,Bakersfield                ,3.5,4439,35.3914330453,-119.100653091
California,Bakersfield                ,5.4,5408,35.3630964822,-119.067893682
California,Burbank                    ,5.0,6137,34.1617644775,-118.320088693
California,Corona                     ,4.4,2400,33.8601347866,-117.57724077
California,Costa Mesa                 ,4.6,3042,33.6478884585,-117.941596963
California,Carson                     ,4.6,5620,33.8082719343,-118.281676402
California,Daly City                  ,4.1,6544,37.6886064757,-122.465624215
California,Downey                     ,5.1,7200,33.9376505586,-118.112502084
California,Carson                     ,4.5,3910,33.8216422469,-118.281421609
California,Bellflower                 ,5.5,3390,33.9043768354,-118.139281271
California,Bakersfield                ,3.9,4897,35.3162893246,-119.102147977
California,Burbank                    ,5.0,4909,34.1744460655,-118.322672141
California,Concord                    ,4.8,5306,37.9834166932,-122.049843803
California,Bakersfield                ,2.1,1205,35.4279178815,-119.164888766
California,Citrus Heights             ,5.5,6153,38.6991353086,-121.300237024
California,Burbank                    ,4.8,5849,34.2079958404,-118.305362325
California,Carson                     ,4.8,3142,33.8290053466,-118.221292055
California,Apple Valley               ,5.7,69135,34.5315984948,-117.211012664
California,Daly City                  ,4.0,5352,37.6975415173,-122.466582192
California,Costa Mesa                 ,3.8,1521,33.6430442179,-117.901714309
California,Citrus Heights             ,6.2,5265,38.7059232048,-121.2551668
California,Chino                      ,4.1,3853,34.0125618478,-117.722009645
California,Bakersfield                ,11.5,2672,35.3449137256,-119.06782143
California,Chula Vista                ,5.0,4466,32.6408289464,-117.109402031
California,Carlsbad                   ,14.0,1006,33.0817510886,-117.27828232
California,Burbank                    ,3.7,3205,34.1946546671,-118.339451372
California,Chula Vista                ,5.2,2668,32.6095554443,-117.088947446
California,Downey                     ,,31,33.9255374567,-118.161950309
California,Berkeley                   ,4.8,3647,37.8573287365,-122.284202173
California,Corona                     ,5.0,152374,33.8623571787,-117.564224471
California,Buena Park                 ,4.3,4953,33.8528223245,-117.993584098
California,Costa Mesa                 ,3.9,5489,33.6581463514,-117.894655698
California,Bakersfield                ,6.1,4158,35.335942439,-119.049604003
California,Carlsbad                   ,3.9,105328,33.1248051026,-117.282903303
California,Concord                    ,5.0,4032,37.9606499932,-122.047448689
California,Corona                     ,5.1,3908,33.8770106448,-117.578162788
California,Bakersfield                ,6.3,3074,35.416991532,-118.827613685
California,Concord                    ,5.0,5926,37.9689676775,-121.985158268
California,Downey                     ,4.6,4250,33.9270687883,-118.152744764
California,Citrus Heights             ,4.9,192,38.6953947976,-121.326008062
California,Baldwin Park               ,2.8,322,34.0629336467,-117.967574216
California,Chico                      ,1.7,3341,39.7204604483,-121.848380963
California,Carson                     ,4.6,2994,33.8216408085,-118.269697034
California,Chula Vista                ,6.1,3913,32.6358462513,-117.070993104
California,Compton                    ,4.6,285,33.8923990055,-118.185833976
California,Compton                    ,5.3,96455,33.892965693,-118.227506568
California,Burbank                    ,3.8,7249,34.1529214772,-118.338609381
California,Corona                     ,3.4,4255,33.8513314377,-117.587195131
California,Chula Vista                ,3.3,28960,32.6261900338,-116.997782342
California,Concord                    ,4.6,4996,37.9488733807,-122.042544025
California,Chico                      ,7.8,3723,39.7638566147,-121.849495952
California,Daly City                  ,4.3,5125,37.6692205661,-122.478255768
California,Bakersfield                ,6.7,7449,35.33228436,-119.03034228
California,Bakersfield                ,7.6,152,35.3112040079,-118.993130275
California,Bellflower                 ,4.7,2600,33.8931415595,-118.119556469
California,Daly City                  ,4.4,4154,37.7044440175,-122.415722885
California,Compton                    ,5.3,3152,33.8819691557,-118.212413373
California,Carlsbad                   ,3.1,6650,33.0735205157,-117.232247215
California,Carlsbad                   ,4.8,2293,33.1575403872,-117.326698364
California,Downey                     ,4.9,5639,33.9622692413,-118.117158323
California,Chula Vista                ,2.9,7922,32.6540725818,-116.954139713
California,Costa Mesa                 ,5.0,3957,33.6821944666,-117.90084489
California,Citrus Heights             ,7.6,4000,38.682622426,-121.307806375
California,Bakersfield                ,3.9,2705,35.3512214879,-119.053136708
California,Citrus Heights             ,4.8,3967,38.7120970356,-121.313626075
California,Buena Park                 ,4.3,7635,33.8855825221,-117.984700722
California,Costa Mesa                 ,3.8,4165,33.6314517152,-117.913074442
California,Burbank                    ,4.3,5466,34.1922052088,-118.304592161
California,Downey                     ,4.5,5572,33.9477158701,-118.125186536
California,Berkeley                   ,3.3,3716,37.8503526372,-122.274668347
California,Bakersfield                ,2.9,14014,35.4172812602,-119.13518337
California,Berkeley                   ,4.1,1756,37.8643365282,-122.310331456
California,Clovis                     ,5.3,5542,36.8160111923,-119.691083049
California,Chino                      ,3.8,299,34.0311671054,-117.661876503
California,Corona                     ,4.4,3285,33.8926152026,-117.55529511
California,Chino                      ,5.0,77983,33.983588126,-117.665296584
California,Carlsbad                   ,3.9,9082,33.1270558556,-117.293822886
California,Burbank                    ,5.0,3811,34.1741462064,-118.343101303
California,Bakersfield                ,6.7,3653,35.4034053986,-118.955062347
California,Bakersfield                ,11.7,141,35.413137587,-118.98791202
California,Bakersfield                ,4.7,2963,35.3861328987,-119.061805875
California,Bakersfield                ,6.2,5147,35.380848354,-118.990461724
California,Baldwin Park               ,4.5,3484,34.0762598861,-117.956961204
California,Berkeley                   ,2.4,5659,37.8631881714,-122.259272224
California,Chula Vista                ,7.4,3858,32.6335938893,-117.093697804
California,Berkeley                   ,3.4,112580,37.8725678765,-122.274907975
California,Apple Valley               ,5.8,7063,34.5287470718,-117.172965677
California,Citrus Heights             ,7.2,2884,38.6844861005,-121.321612403
California,Chula Vista                ,4.4,3780,32.6481405028,-116.993506785
California,Compton                    ,5.1,6207,33.9078664647,-118.21189643
California,Clovis                     ,3.1,4627,36.8105834344,-119.653984399
California,Clovis                     ,5.1,3847,36.8302985105,-119.721464502
California,Chico                      ,4.0,1745,39.7235271863,-121.781409059
California,Apple Valley               ,6.6,5837,34.4861382203,-117.172697279
California,Bellflower                 ,5.8,4391,33.8847474723,-118.128584055
California,Concord                    ,1.3,354,37.9909541242,-121.982327555
California,Bakersfield                ,3.3,7641,35.3161688735,-119.166340735
California,Chico                      ,5.6,5553,39.7574494298,-121.871889589
California,Chula Vista                ,5.5,3676,32.6522242694,-117.089137291
California,Downey                     ,4.3,3926,33.9218213684,-118.126227438
California,Carlsbad                   ,4.0,4465,33.1749155472,-117.309151315
California,Compton                    ,5.1,3285,33.8918787109,-118.245365305
California,Corona                     ,3.7,5665,33.8446167878,-117.548986985
California,Compton                    ,4.7,5720,33.9007258354,-118.236964882
California,Clovis                     ,3.8,4824,36.8456111924,-119.675574279
California,Clovis                     ,5.7,3993,36.8194375079,-119.718272298
California,Berkeley                   ,4.8,3640,37.891722998,-122.259434965
California,Apple Valley               ,9.7,356,34.4486233098,-117.182826304
California,Carson                     ,5.3,6611,33.852548162,-118.256960384
California,Buena Park                 ,5.2,8631,33.8650748417,-118.012298297
California,Corona                     ,5.1,3319,33.8616061252,-117.563445989
California,Concord                    ,4.9,7367,37.9552528484,-121.977792868
California,Daly City                  ,4.7,6658,37.6810704415,-122.478818764
California,Costa Mesa                 ,5.3,6266,33.6484340119,-117.927536692
California,Chino                      ,5.5,2099,34.03709998,-117.705382444
California,Concord                    ,5.3,7534,37.9817898115,-121.997750916
California,Chino Hills                ,4.5,2336,33.9858453483,-117.722821915
California,Concord                    ,,9,37.9629797882,-122.059671654
California,Burbank                    ,4.8,6870,34.1813843875,-118.330989636
California,Corona                     ,5.8,5695,33.8785015225,-117.588804993
California,Berkeley                   ,2.2,4658,37.8773130473,-122.260318264
California,Corona                     ,6.7,180,33.8402661708,-117.525856981
California,Carlsbad                   ,4.7,6958,33.1600642218,-117.345073137
California,Carson                     ,4.7,4791,33.8401198434,-118.215964764
California,Buena Park                 ,6.7,1112,33.8376102798,-117.989661872
California,Huntington Beach           ,3.4,7143,33.6793866516,-117.993239653
California,Corona                     ,5.0,6230,33.87483672,-117.556303964
California,Inglewood                  ,4.8,2329,33.928425027,-118.330811361
California,Los Angeles                ,5.5,2339,34.0564462172,-118.272372065
California,Los Angeles                ,7.2,2995,34.0600948575,-118.276616373
California,Los Angeles                ,4.1,4962,34.3223862216,-118.460187825
California,Los Angeles                ,2.9,3355,34.0906829417,-118.338361071
California,Los Angeles                ,2.9,2222,34.1444869389,-118.372017203
California,Los Angeles                ,6.3,3520,34.0468510322,-118.272312109
